"Filename","Score","Grade","Issues","Fractions","Units","Lines","Punctuation"
"20250610_201724.txt","65","C+","Corrupted|NoFractions","0","8","47","36"
"20250610_201930.txt","65","C+","Corrupted|MinimalUnits|NoFractions|FewCookingTerms","0","1","20","14"
"20250610_204834.txt","65","C+","Corrupted|NoFractions","0","16","41","57"
"20250610_224342.txt","65","C+","Corrupted|MinimalFractions","1","24","68","103"
"20250611_183017.txt","65","C+","Corrupted|NoFractions","0","13","54","34"
"20250612_021608.txt","65","C+","Corrupted|NoFractions|MinimalCookingTerms","0","6","35","55"
"20250612_144542.txt","65","C+","Corrupted|FewCookingTerms","0","4","29","34"
"20250612_171321.txt","65","C+","Corrupted|MinimalFractions","1","9","67","239"
"20250521_145621.txt","64","C","Corrupted|NoFractions","0","22","32","74"
"20250528_143819.txt","64","C","Corrupted|NoFractions","0","10","44","43"
"20250528_225824.txt","64","C","Corrupted|NoFractions","0","21","77","83"
"20250529_134229.txt","64","C","Corrupted|MinimalUnits|NoFractions|MinimalCookingTerms","0","1","62","23"
"20250529_210702.txt","64","C","Corrupted|NoUnits|FewCookingTerms|ShortContent","0","0","7","5"
"20250603_113529.txt","64","C","Corrupted|NoFractions","0","10","64","35"
"20250610_195603.txt","64","C","Corrupted|NoFractions","0","18","38","61"
"20250610_201613.txt","64","C","Corrupted|NoUnits","0","0","45","33"
"20250611_004019.txt","64","C","Corrupted|NoFractions","0","7","67","27"
"20250611_173034.txt","64","C","Corrupted|NoFractions","0","22","52","55"
"20250521_150051.txt","63","C","Corrupted|NoFractions","0","5","30","32"
"20250603_120130.txt","63","C","Corrupted|NoFractions","0","19","30","21"
"20250610_230753.txt","63","C","Corrupted|NoFractions","0","13","45","48"
"20250611_160345.txt","63","C","MinimalUnits|NoFractions|FewCookingTerms|ShortContent","0","1","4","4"
"20250520_002340.txt","62","C","Corrupted|FewCookingTerms","0","15","38","27"
"20250521_141719(1).txt","62","C","Corrupted|NoFractions","0","9","31","75"
"20250521_145550.txt","62","C","Corrupted|NoFractions","0","15","28","75"
"20250529_022142.txt","62","C","Corrupted|FewCookingTerms","0","12","27","38"
"20250603_125831.txt","62","C","Corrupted|NoFractions","0","18","45","57"
"20250610_224758.txt","62","C","Corrupted|NoFractions|MinimalCookingTerms","0","4","25","31"
"20250610_230939.txt","62","C","Corrupted|NoFractions","0","17","33","46"
"20250611_191426.txt","62","C","Corrupted|NoFractions","0","15","55","90"
"20250519_232806.txt","61","C","Corrupted|FewCookingTerms","0","12","23","34"
"20250519_232817.txt","61","C","Corrupted|FewCookingTerms","0","4","28","34"
"20250521_145820.txt","61","C","Corrupted|FewCookingTerms","0","5","35","10"
"20250521_165703(1).txt","61","C","Corrupted|NoFractions","0","17","59","61"
"20250527_190032.txt","61","C","Corrupted|NoFractions","0","16","57","42"
"20250528_225720.txt","61","C","Corrupted|NoFractions","0","27","61","95"
"20250610_231200.txt","61","C","Corrupted|NoFractions","0","16","32","46"
"20250611_192557.txt","61","C","Corrupted|NoFractions","0","22","66","59"
"20250519_190841.txt","60","C","Corrupted|FewCookingTerms","0","3","43","27"
"20250519_191906.txt","60","C","Corrupted|FewCookingTerms","0","11","42","72"
"20250519_215712.txt","60","C","Corrupted|FewCookingTerms","0","2","29","14"
"20250519_220422.txt","60","C","Corrupted|FewCookingTerms","0","44","75","381"
"20250519_220423.txt","60","C","Corrupted|FewCookingTerms","0","26","78","201"
"20250519_220741.txt","60","C","Corrupted|FewCookingTerms","0","26","47","59"
"20250519_220747.txt","60","C","Corrupted|FewCookingTerms","0","19","45","60"
"20250519_220902.txt","60","C","Corrupted|FewCookingTerms","0","7","32","36"
"20250519_221110.txt","60","C","Corrupted|FewCookingTerms","0","10","31","38"
"20250519_232812.txt","60","C","Corrupted|FewCookingTerms","0","12","25","20"
"20250519_232840.txt","60","C","Corrupted|FewCookingTerms","0","12","27","49"
"20250519_232912.txt","60","C","Corrupted|FewCookingTerms","0","26","43","53"
"20250521_014713.txt","60","C","Corrupted|FewCookingTerms","0","9","52","32"
"20250521_111326.txt","60","C","Corrupted|FewCookingTerms","1","14","49","35"
"20250521_111513(1).txt","60","C","Corrupted|NoFractions","0","20","48","34"
"20250521_111513.txt","60","C","Corrupted|FewCookingTerms","0","9","56","43"
"20250521_121100.txt","60","C","Corrupted|FewCookingTerms","0","4","34","40"
"20250521_125108.txt","60","C","Corrupted|FewCookingTerms","0","59","79","132"
"20250521_131936.txt","60","C","Corrupted|FewCookingTerms","0","18","36","82"
"20250521_132100.txt","60","C","Corrupted|FewCookingTerms","0","11","31","38"
"20250521_132110.txt","60","C","Corrupted|FewCookingTerms","1","12","41","27"
"20250521_132908.txt","60","C","Corrupted|FewCookingTerms","0","4","19","18"
"20250521_133039.txt","60","C","Corrupted|FewCookingTerms","0","8","29","26"
"20250521_133045.txt","60","C","Corrupted|FewCookingTerms","0","8","42","28"
"20250521_133051.txt","60","C","Corrupted|FewCookingTerms","0","5","20","15"
"20250521_133520.txt","60","C","Corrupted|FewCookingTerms","0","22","66","185"
"20250521_134010.txt","60","C","Corrupted|FewCookingTerms","0","12","29","15"
"20250521_134800.txt","60","C","Corrupted|FewCookingTerms","0","17","26","18"
"20250521_134821.txt","60","C","Corrupted|FewCookingTerms","0","22","25","45"
"20250521_135316.txt","60","C","Corrupted|FewCookingTerms","0","25","24","74"
"20250521_135504.txt","60","C","Corrupted|FewCookingTerms","0","55","76","212"
"20250521_135631.txt","60","C","Corrupted|FewCookingTerms","0","9","29","64"
"20250521_140535(1).txt","60","C","Corrupted|NoFractions","0","18","33","57"
"20250521_143811.txt","60","C","Corrupted|FewCookingTerms","0","11","63","45"
"20250521_144634.txt","60","C","Corrupted|FewCookingTerms","0","14","25","53"
"20250521_145338.txt","60","C","Corrupted|FewCookingTerms","0","42","66","163"
"20250521_151004.txt","60","C","Corrupted|FewCookingTerms","0","14","43","31"
"20250521_151130.txt","60","C","Corrupted|FewCookingTerms","0","50","65","115"
"20250521_151229.txt","60","C","Corrupted|FewCookingTerms","0","27","67","105"
"20250521_165245.txt","60","C","Corrupted|FewCookingTerms","0","25","82","72"
"20250521_165331.txt","60","C","Corrupted|FewCookingTerms","0","34","86","42"
"20250521_165511.txt","60","C","Corrupted|FewCookingTerms","0","44","73","70"
"20250521_165608.txt","60","C","Corrupted|FewCookingTerms","0","40","78","253"
"20250521_165703.txt","60","C","Corrupted|FewCookingTerms","0","33","76","84"
"20250521_170136.txt","60","C","Corrupted|FewCookingTerms","0","15","84","132"
"20250521_170533.txt","60","C","Corrupted|FewCookingTerms","0","15","29","29"
"20250521_170709.txt","60","C","Corrupted|FewCookingTerms","0","10","22","11"
"20250521_171448.txt","60","C","Corrupted|FewCookingTerms","0","41","69","74"
"20250521_171549.txt","60","C","Corrupted|FewCookingTerms","0","43","62","70"
"20250521_171604.txt","60","C","Corrupted|FewCookingTerms","0","49","76","171"
"20250521_171609.txt","60","C","Corrupted|FewCookingTerms","0","47","73","60"
"20250521_171631.txt","60","C","Corrupted|FewCookingTerms","0","9","66","73"
"20250521_171706.txt","60","C","Corrupted|FewCookingTerms","0","47","55","74"
"20250521_180551.txt","60","C","Corrupted|FewCookingTerms","0","17","64","103"
"20250521_182759.txt","60","C","Corrupted|FewCookingTerms","0","24","27","69"
"20250521_200003.txt","60","C","Corrupted|FewCookingTerms","1","82","104","747"
"20250521_200335.txt","60","C","Corrupted|MinimalFractions|MinimalCookingTerms","1","10","38","44"
"20250521_200650.txt","60","C","Corrupted|FewCookingTerms","0","11","28","22"
"20250521_201542.txt","60","C","Corrupted|FewCookingTerms","0","19","55","68"
"20250521_202010.txt","60","C","Corrupted|FewCookingTerms","0","11","21","22"
"20250521_205315.txt","60","C","Corrupted|FewCookingTerms","0","12","42","63"
"20250521_232725.txt","60","C","Corrupted|FewCookingTerms","0","46","73","199"
"20250521_233422(0).txt","60","C","Corrupted|FewCookingTerms","0","54","70","109"
"20250521_234539.txt","60","C","Corrupted|FewCookingTerms","0","13","55","65"
"20250521_235917.txt","60","C","Corrupted|FewCookingTerms","0","34","71","74"
"20250527_190018.txt","60","C","Corrupted|FewCookingTerms","0","14","63","50"
"20250528_141812.txt","60","C","Corrupted|FewCookingTerms","0","33","69","118"
"20250528_143911.txt","60","C","Corrupted|FewCookingTerms","0","15","61","82"
"20250528_151959.txt","60","C","Corrupted|FewCookingTerms","1","35","52","82"
"20250528_162420.txt","60","C","Corrupted|FewCookingTerms","0","4","30","35"
"20250528_163345.txt","60","C","Corrupted|FewCookingTerms","0","15","37","45"
"20250528_172253.txt","60","C","Corrupted|FewCookingTerms","0","7","24","23"
"20250528_172354.txt","60","C","Corrupted|FewCookingTerms","0","10","24","28"
"20250528_230315.txt","60","C","Corrupted|NoFractions","0","18","62","91"
"20250528_232546.txt","60","C","Corrupted|FewCookingTerms","0","26","70","107"
"20250528_233410.txt","60","C","Corrupted|FewCookingTerms","0","5","38","43"
"20250528_234800.txt","60","C","Corrupted|FewCookingTerms","0","6","26","13"
"20250529_000217.txt","60","C","Corrupted|FewCookingTerms","0","19","52","84"
"20250529_013811.txt","60","C","Corrupted|FewCookingTerms","0","11","45","67"
"20250529_022726.txt","60","C","Corrupted|FewCookingTerms","0","29","54","47"
"20250529_025236.txt","60","C","Corrupted|FewCookingTerms","0","8","29","29"
"20250529_140650.txt","60","C","Corrupted|FewCookingTerms","0","15","28","21"
"20250529_141704.txt","60","C","Corrupted|FewCookingTerms","1","2","56","31"
"20250529_141746.txt","60","C","Corrupted|FewCookingTerms","0","9","64","51"
"20250529_210227.txt","60","C","Corrupted|FewCookingTerms","0","19","47","34"
"20250610_203312.txt","60","C","Corrupted|MinimalFractions|MinimalCookingTerms","1","14","40","75"
"20250611_192011.txt","60","C","Corrupted|NoFractions|FewCookingTerms","0","8","46","38"
"20250612_022908.txt","60","C","Corrupted|FewCookingTerms","2","7","52","42"
"20250612_142736.txt","60","C","Corrupted|NoUnits|LowPunctuation|FewCookingTerms","0","0","47","4"
"20250612_144236.txt","60","C","Corrupted|FewCookingTerms","0","10","37","19"
"20250612_144337.txt","60","C","Corrupted|FewCookingTerms","0","12","55","35"
"20250521_165245(1).txt","59","D","Corrupted|NoFractions","0","14","57","43"
"20250528_230650.txt","59","D","Corrupted|NoFractions","0","23","62","115"
"20250529_022511.txt","59","D","Corrupted|NoFractions","0","12","58","65"
"20250602_212226.txt","59","D","Corrupted|NoFractions","0","17","56","69"
"20250610_231037.txt","59","D","Corrupted|NoFractions","0","8","33","40"
"20250611_011518.txt","59","D","Corrupted|NoFractions","0","5","52","25"
"20250611_191606.txt","59","D","Corrupted|NoFractions","0","14","52","94"
"20250519_191813(1).txt","58","D","Corrupted|NoFractions","0","5","17","33"
"20250521_125154.txt","58","D","Corrupted|NoFractions","0","14","36","50"
"20250521_133639.txt","58","D","Corrupted|NoFractions","0","6","45","61"
"20250521_140148.txt","58","D","Corrupted|NoFractions","0","8","27","63"
"20250521_140734.txt","58","D","Corrupted|NoFractions","0","16","35","99"
"20250521_140821.txt","58","D","Corrupted|NoFractions","0","14","38","88"
"20250521_144035.txt","58","D","Corrupted|NoFractions","0","17","62","55"
"20250521_144127.txt","58","D","Corrupted|NoFractions","0","25","52","62"
"20250521_165757.txt","58","D","Corrupted|NoFractions","0","17","61","74"
"20250521_170855(1).txt","58","D","Corrupted|NoFractions","0","16","52","65"
"20250521_171113.txt","58","D","Corrupted|NoFractions","0","32","78","70"
"20250521_172438(1).txt","58","D","Corrupted|NoFractions","0","22","59","107"
"20250521_172822.txt","58","D","Corrupted|NoFractions","0","11","32","68"
"20250521_204645.txt","58","D","Corrupted|NoFractions","0","11","27","56"
"20250521_233236.txt","58","D","Corrupted|NoFractions","0","12","43","41"
"20250521_233823.txt","58","D","Corrupted|NoFractions","0","17","48","51"
"20250521_233948.txt","58","D","Corrupted|NoFractions","0","18","56","68"
"20250521_234238.txt","58","D","Corrupted|NoFractions","0","13","39","64"
"20250521_234655.txt","58","D","Corrupted|NoFractions","0","7","65","71"
"20250521_234948.txt","58","D","Corrupted|NoFractions","0","19","37","77"
"20250521_235127.txt","58","D","Corrupted|NoFractions","0","15","88","132"
"20250522_005246.txt","58","D","Corrupted|NoFractions","0","11","51","51"
"20250528_151911.txt","58","D","Corrupted|NoFractions","0","20","65","97"
"20250528_152035.txt","58","D","Corrupted|NoFractions","0","11","58","83"
"20250528_173248.txt","58","D","Corrupted|NoFractions","0","27","61","71"
"20250528_225544.txt","58","D","Corrupted|NoFractions","0","23","97","112"
"20250528_230215.txt","58","D","Corrupted|NoFractions","0","27","61","93"
"20250528_230357.txt","58","D","Corrupted|NoFractions","0","30","62","97"
"20250528_230505.txt","58","D","Corrupted|NoFractions","0","29","59","118"
"20250528_230616.txt","58","D","Corrupted|NoFractions","0","24","69","116"
"20250529_001057.txt","58","D","Corrupted|NoFractions","0","9","78","88"
"20250529_023039.txt","58","D","Corrupted|NoFractions","0","18","65","84"
"20250529_023138(1).txt","58","D","Corrupted|NoFractions","0","10","43","47"
"20250529_023138.txt","58","D","Corrupted|NoFractions","0","13","47","65"
"20250529_023303.txt","58","D","Corrupted|NoFractions","0","30","63","109"
"20250529_023912.txt","58","D","Corrupted|NoFractions","0","15","56","64"
"20250529_141807.txt","58","D","Corrupted|NoFractions","0","16","50","37"
"20250529_143808.txt","58","D","Corrupted|NoFractions","0","12","55","97"
"20250529_144222.txt","58","D","Corrupted|NoFractions","0","17","56","81"
"20250602_210814.txt","58","D","Corrupted|NoFractions","0","11","51","74"
"20250602_211219.txt","58","D","Corrupted|NoFractions","0","10","43","30"
"20250603_110700.txt","58","D","Corrupted|NoFractions","0","5","79","77"
"20250603_114604.txt","58","D","Corrupted|NoFractions","0","10","35","59"
"20250603_122537.txt","58","D","Corrupted|NoFractions","0","20","65","79"
"20250603_130003.txt","58","D","Corrupted|NoFractions","0","6","44","39"
"20250603_130130.txt","58","D","Corrupted|NoFractions","0","5","20","33"
"20250610_140402.txt","58","D","Corrupted|NoFractions","0","25","45","82"
"20250610_195413.txt","58","D","Corrupted|NoFractions","0","13","73","71"
"20250610_195527.txt","58","D","Corrupted|NoFractions","0","14","41","50"
"20250610_223743.txt","58","D","Corrupted|NoFractions","0","17","65","96"
"20250610_223918.txt","58","D","Corrupted|NoFractions","0","10","90","95"
"20250610_224111.txt","58","D","Corrupted|NoFractions","0","13","67","102"
"20250610_224915.txt","58","D","Corrupted|NoFractions","0","12","28","50"
"20250610_225939.txt","58","D","Corrupted|NoFractions","0","31","67","188"
"20250610_230132.txt","58","D","Corrupted|NoFractions","0","9","23","50"
"20250610_230422.txt","58","D","Corrupted|NoFractions","0","10","29","45"
"20250610_230907.txt","58","D","Corrupted|NoFractions","0","12","40","103"
"20250610_231344.txt","58","D","Corrupted|NoFractions","0","19","33","55"
"20250610_231842.txt","58","D","Corrupted|NoFractions","0","13","85","65"
"20250611_173210.txt","58","D","Corrupted|NoFractions","0","11","53","56"
"20250611_192317.txt","58","D","Corrupted|NoFractions","0","27","50","75"
"20250611_192637.txt","58","D","Corrupted|NoFractions","0","10","45","105"
"20250612_022250.txt","58","D","Corrupted|NoFractions","0","11","21","68"
"20250612_023802.txt","58","D","Corrupted|NoFractions","0","2","32","45"
"20250612_165721.txt","58","D","Corrupted|NoFractions","0","51","100","215"
"20250612_171546.txt","58","D","Corrupted|NoFractions","0","3","59","43"
"20250519_215413.txt","57","D","Corrupted|NoFractions|MinimalCookingTerms","0","7","29","26"
"20250521_141537(1).txt","55","D","Corrupted|NoUnits|MinimalCookingTerms","0","0","39","35"
"20250610_233229.txt","55","D","Corrupted|MinimalFractions|FewCookingTerms","1","21","76","116"
"20250519_183515.txt","54","D","Corrupted|MinimalUnits|NoFractions","0","1","19","19"
"20250529_141850.txt","54","D","Corrupted|MinimalUnits|NoFractions|MinimalCookingTerms","0","1","47","30"
"20250521_151314.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","8","25","50"
"20250528_224017.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","15","44","52"
"20250528_233445.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","12","38","82"
"20250610_195007.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","18","71","107"
"20250610_203427.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","11","42","77"
"20250612_023412.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","6","27","72"
"20250612_170019.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","15","74","557"
"20250612_170116.txt","53","D","Corrupted|NoFractions|MinimalCookingTerms","0","6","49","82"
"20250528_160920.txt","50","D","Corrupted|MinimalUnits|FewCookingTerms","0","1","30","20"
"20250519_232958.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","22","69","194"
"20250519_233002.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","15","67","149"
"20250520_002248.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","14","40","34"
"20250520_002252.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","7","35","33"
"20250520_011825.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","10","24","32"
"20250521_131549.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","4","23","25"
"20250521_134804.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","24","14","39"
"20250521_135848.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","16","45","39"
"20250521_141537.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","29","55","76"
"20250521_144239.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","31","63","74"
"20250521_151012.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","10","43","59"
"20250521_170855.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","45","62","115"
"20250521_171455.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","29","72","131"
"20250521_171553.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","29","71","65"
"20250521_171700.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","36","69","81"
"20250521_172438.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","30","81","92"
"20250521_202355.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","41","92","186"
"20250521_231630.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","24","63","57"
"20250521_233738.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","16","66","59"
"20250521_235020.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","20","116","69"
"20250522_005248.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","29","79","86"
"20250528_232437.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","16","91","161"
"20250529_022911.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","17","83","80"
"20250529_024742.txt","48","F","Corrupted|NoFractions|FewCookingTerms","0","6","35","23"
"20250610_233846.txt","47","F","Corrupted|NoUnits|FewCookingTerms|ShortContent","0","0","7","2"
"20250528_160108.txt","45","F","Corrupted|NoUnits|FewCookingTerms","0","0","25","44"
